0,1,2
G9490001003,"Cms innovation center models, home visit for patient assessment performed by",Cmmi mod home visit         0
G9496001003,"Documentation of reason for not detecting adenoma(s) or other neoplasm. (e.g.,",Doc rsn no adeno/neopl detec0
G9497001003,Received instruction from the anesthesiologist or proxy prior to the day of,Rec inst no smoke day surg  0
G9498001003,Antibiotic regimen prescribed,Abx reg prescribed          0
G9499001003,Patient did not start or is not receiving antiviral treatment for hepatitis c,No start/rec antvir tx hep c0
G9500001003,Radiation exposure indices documented in final report for procedure using,Rad expos ind/exp tm doc    0
G9501001003,Radiation exposure indices not documented in final report for procedure using,Rad expos ind/exp tm no doc 0
G9502001003,"Documentation of medical reason for not performing foot exam (i.e., patients",Med reas no perf foot exam  0
G9503001003,Patient taking tamsulosin hydrochloride,Pt tk tams hcl              0
G9504001003,"Documented reason for not assessing hepatitis b virus (hbv) status (e.g.,",Doc rsn hep b stat not asses0
G9505001003,Antibiotic regimen prescribed within 10 days after onset of symptoms for,Abx pres w/in 10 dys of symp0
G9506001003,Biologic immune response modifier prescribed,Bio imm resp mod presc      0
G9507001003,Documentation that the patient is on a statin medication or has documentation,Doc reas on statin or contra0
G9508001003,Documentation that the patient is not on a statin medication,Doc pt not on statin        0
G9509001003,Adult patients 18 years of age or older with major depression or dysthymia who,Adit mdd dys rem 12 mnths   0
G9510001003,Adult patients 18 years of age or older with major depression or dysthymia who,Remis12m not phq-9 score <5 0
G9511001003,Index event date phq-9 or phq-9m score greater than 9 documented during the,Idx evt dte phq>9 doc 12 mo 0
G9512001003,Individual had a pdc of 0.8 or greater,Indiv pdc > 0.8             0
G9513001003,Individual did not have a pdc of 0.8 or greater,Indiv pdc not > 0.8         0
G9514001003,Patient required a return to the operating room within 90 days of surgery,Req ret or w/in 90d of surg 0
G9515001003,Patient did not require a return to the operating room within 90 days of surger,"yNo reas, no ret or w/in 90d 0"
G9516001003,"Patient achieved an improvement in visual acuity, from their preoperative",Impr vis acuit w/in 90d     0
G9517001003,"Patient did not achieve an improvement in visual acuity, from their",No impr vis acuit w/in 90d  0
G9518001003,Documentation of active injection drug use,Doc active inj drug use     0
G9519001003,Patient achieves final refraction (spherical equivalent) +/- 1.0 diopters of,Final ref +/- 1.0 w/in 90d  0
G9520001003,Patient does not achieve final refraction (spherical equivalent) +/- 1.0,Refract not +/- 1.0 w/in 90d0
G9521001003,Total number of emergency department visits and inpatient hospitalizations less,Er and ip hosp <2 in 12 mos 0
G9522001003,Total number of emergency department visits and inpatient hospitalizations,Er/ip hosp =/>2 in 12 mos   0
G9523001003,Patient discontinued from hemodialysis or peritoneal dialysis,D/c hemo or perit dialysis  0
G9524001003,Patient was referred to hospice care,Refer to hospice            0
G9525001003,"Documentation of patient reason(s) for not referring to hospice care (e.g.,",Doc pt reas no hospice refer0
G9526001003,"Patient was not referred to hospice care, reason not given","No reason, no refer hospice 0"
G9529001003,Patient with minor blunt head trauma had an appropriate indication(s) for a,Minor blunt trauma w/head ct0
G9530001003,Patient presented with a minor blunt head trauma  and had a head ct ordered for,Pt mbht hd ct ord ec prov   0
G9531001003,"Patient has documentation of ventricular shunt, brain tumor, multisystem",Pt doc                      0
G9532001003,Patient had a head ct for trauma ordered by someone other than an emergency,Pt hd ct ord                0
G9533001003,Patient with minor blunt head trauma did not have an appropriate indication(s),Indic for head ct not valid 0
G9534001003,"Advanced brain imaging (cta, ct, mra or mri) was not ordered",Adv brain image not ordered 0
G9535001003,Patients with a normal neurological examination,Normal neuro exam           0
G9536001003,Documentation of medical reason(s) for ordering an advanced brain imaging study,Doc med reas adv brain image0
G9537001003,Imaging needed as part of a clinical trial; or other clinician ordered the stud,yImg hd clin trial           0
G9538001003,"Advanced brain imaging (cta, ct, mra or mri) was ordered",Adv brain image ordered     0
G9539001003,Intent for potential removal at time of placement,Intent pot remv time placemt0
G9540001003,Patient alive 3 months post procedure,Pt alive 3 mos post proc    0
G9541001003,Filter removed within 3 months of placement,Filter rem 3 mon plmt       0
G9542001003,Documented re-assessment for the appropriateness of filter removal within 3,Doc reass appr remo filt 3ms0
G9543001003,Documentation of at least two attempts to reach the patient to arrange a,Doc 2x re-assess filt remov 0
G9544001003,"Patients that do not have the filter removed, documented re-assessment for the",No filt remov w/in 3mos plcm0
G9547001003,"Cystic renal lesion that is simple appearing (bosniak i or ii) , or adrenal",Cys ren les or adren        0
G9548001003,Final reports for imaging studies stating no  follow-up imaging is recommended,No f/u rec image study      0
G9549001003,"Documentation of medical reason(s) that follow-up imaging is indicated (e.g.,",Doc med rsn for f/u imag    0
G9550001003,"Final reports for imaging studies with follow-up imaging recommended, or final",Imag rec                    0
G9551001003,Final reports for imaging studies without an incidentally found lesion noted,Imag no les                 0
G9552001003,Incidental thyroid nodule < 1.0 cm noted in report,Inc thyr node <1.0 in rpt   0
G9553001003,Prior thyroid disease diagnosis,Prior thyroid dise dx       0
G9554001003,"Final reports for ct, cta, mri or mra of the chest or neck with follow-up",Ct/cta/mri/a chst foll rec  0
G9555001003,"Documentation of medical reason(s) for recommending follow up imaging (e.g.,",Doc med rsn for follup image0
G9556001003,"Final reports for ct, cta, mri or mra of the chest or neck with follow-up",Ct/cta/mri/a no follup imag 0
G9557001003,"Final reports for ct, cta, mri or mra studies of the chest or neck without an",Ct/cta/mri/a no thyr <1.0cm 0
G9558001003,Patient treated with a beta-lactam antibiotic as definitive therapy,Tx beta-lactam abx therapy  0
G9559001003,Documentation of medical reason(s) for not prescribing a beta-lactam antibiotic,Doc med reas no abx therapy 0
G9560001003,"Patient not treated with a beta-lactam antibiotic as definitive therapy, reason","No beta-lactam abx ther, rng0"
G9561001003,Patients prescribed opiates for longer than six weeks,Presc opiates >6 wks        0
G9562001003,Patients who had a follow-up evaluation conducted at least every three months,Foll-up eval q3mo opiod tx  0
G9563001003,Patients who did not have a follow-up evaluation conducted at least every three,No f/u eval q3mo opiod tx   0
G9572001003,Index date phq-score greater than 9 documented during the twelve month,Phq-scr >9 doc in 12m time  0
G9573001003,Adult patients 18 years of age or older with major depression or dysthymia who,Adl pt md or dys rem 6 mon  0
G9574001003,Adult patients 18 years of age or older with major depression or dysthymia who,Adl pt md dys no rem 6 mon  0
G9577001003,Patients prescribed opiates for longer than six weeks,Presc opiates >6 wks        0
G9578001003,Documentation of signed opioid treatment agreement at least once during opioid,Doc opioid tx 1x during ther0
G9579001003,No documentation of signed an opioid treatment agreement at least once during,No doc opioid tx 1x at ther 0
G9580001003,Door to puncture time of 90 minutes or less,Door to punc time <2hrs     0
G9581001003,Door to puncture time of greater than 2 hours for reasons documented by,"Md doc, door to punc tm >2hr0"
G9582001003,"Door to puncture time of greater than 90 minutes, no reason given","Door to punc time >2hr, nrg 0"
G9583001003,Patients prescribed opiates for longer than six weeks,Presc opiates >6 wks        0
G9584001003,Patient evaluated for risk of misuse of opiates by using a brief validated,Eval opioid use instr/pt int0
G9585001003,Patient not evaluated for risk of misuse of opiates by using a brief validated,No eval opi use instr/intv  0
G9593001003,Pediatric patient with minor blunt head trauma classified as low risk according,Low pecarn ped head trauma  0
G9594001003,Patient presented with a minor blunt head trauma and had a head ct ordered for,Pt mbht hd ct ord ec prov   0
G9595001003,"Patient has documentation of ventricular shunt, brain tumor, or coagulopathy",Doc shnt/tum/coag           0
G9596001003,Pediatric patient had a head ct for trauma ordered by someone other than an,Ped pt hd ct ord            0
G9597001003,Pediatric patient with minor blunt head trauma not classified as low risk,No low pecarn ped head traum0
G9598001003,Aortic aneurysm 5.5 - 5.9 cm maximum diameter on centerline formatted ct or,Aor ane 5.5-5.9 cm max diam 0
G9599001003,Aortic aneurysm 6.0 cm or greater maximum diameter on centerline formatted ct,Aor ane >=6.0 cm max diam   0
G9600001003,Symptomatic aaas that required urgent/emergent (non-elective) repair,Symp aaa urgent repair      0
G9601001003,Patient discharge to home no later than post-operative day #7,Pt dchg home post op day 7  0
G9602001003,Patient not discharged to home by post-operative day #7,Pt no dchg home postop day 70
G9603001003,Patient survey score improved from baseline following treatment,Pt surv improv bsline tx    0
G9604001003,Patient survey results not available,Pt surv results not avail   0
G9605001003,Patient survey score did not improve from baseline following treatment,Surv score no improv w/tx   0
G9606001003,Intraoperative cystoscopy performed to evaluate for lower tract injury,Intraop cyst eval trac inj  0
G9607001003,"Documented medical reasons for not performing intraoperative cystoscopy (e.g.,",Doc med rsn not perf cystosc0
G9608001003,Intraoperative cystoscopy not performed to evaluate for lower tract injury,Intraop cyst eval not done  0
G9609001003,Documentation of an order for anti-platelet agents,Doc order anti-plat         0
G9610001003,Documentation of medical reason(s) in the patient's record for not ordering,Doc md rsn no antipla       0
G9611001003,"Order for anti-platelet agents was not documented in the patient's record,",No doc order anti-plat rng  0
G9612001003,Photodocumentation of two or more cecal landmarks to establish a complete,Phodoc 2 mr cec lndmk       0
G9613001003,"Documentation of post-surgical anatomy (e.g., right hemicolectomy, ileocecal",Doc post surg anatomy       0
G9614001003,"Photodocumentation of less than two cecal landmarks (i.e., no cecal landmarks",Photodoc < 2 cec lndmk      0
G9615001003,Preoperative assessment documented,Pre-op asst doc             0
G9616001003,"Documentation of reason(s) for not documenting a preoperative assessment (e.g.,",Doc rsn no preop assmt      0
G9617001003,"Preoperative assessment not documented, reason not given","Pre-op asst not doc, rng    0"
G9618001003,Documentation of screening for uterine malignancy or those that had an,Doc scr uter mal or us/samp 0
G9619001003,"Documentation of reason(s) for not screening for uterine malignancy (e.g.,",Doc rsn no scr uter malig   0
G9620001003,"Patient not screened for uterine malignancy, or those that have not had an",No scr utr malig/us/samp rng0
G9621001003,Patient identified as an unhealthy alcohol user when screened for unhealthy,Scr unheal etoh w/counsel   0
G9622001003,Patient not identified as an unhealthy alcohol user when screened for unhealthy,No unheal etoh user         0
G9623001003,Documentation of medical reason(s) for not screening for unhealthy alcohol use,Doc med rsn no scr etoh use 0
G9624001003,Patient not screened for unhealthy alcohol use using a systematic screening,Pt not scrn or no counseling0
G9625001003,Patient sustained bladder injury at the time of surgery or discovered,Pt bl srg 30 day pst srg    0
G9626001003,"Documented medical reason for not reporting bladder injury (e.g., gynecologic",Med rsn no rpt bladder inj  0
G9627001003,Patient did not sustain bladder injury at the time of surgery nor discovered,Pt no bl srg 30 day pst srg 0
G9628001003,Patient sustained bowel injury at the time of surgery or discovered,Pt bwli srg 30 day pst srg  0
G9629001003,"Documented medical reasons for not reporting bowel injury (e.g., gynecologic or",Med rsn no rpt bowel inj    0
G9630001003,Patient did not sustain a bowel injury at the time of surgery nor discovered,Pt no bwli srg 30 day srg   0
G9631001003,Patient sustained ureter injury at the time of surgery or discovered,Pt ui srg 30 day pst srg    0
G9632001003,"Documented medical reasons for not reporting ureter injury (e.g., gynecologic",Med rsn for no rpt uret inj 0
G9633001003,Patient did not sustain ureter injury at the time of surgery nor discovered,Pt no ui srg 30 day pst srg 0
G9634001003,Health-related quality of life assessed with tool during at least two visits,Qual life tool 2x same/impr 0
G9635001003,Health-related quality of life not assessed with tool for documented reason(s),No doc rsn do qual life assm0
G9636001003,Health-related quality of life not assessed with tool during at least two,No life asst 2x same/decr   0
G9637001003,Final reports with documentation of one or more dose reduction techniques,Doc >1 dose reduc tech      0
G9638001003,Final reports without documentation of one or more dose reduction techniques,No doc >1 dose reduc tech   0
G9639001003,Major amputation or open surgical bypass not required within 48 hours of the,Amp no reqd in48h ieler proc0
G9640001003,Documentation of planned hybrid or staged procedure,Doc plan hybrid/stage proc  0
G9641001003,Major amputation or open surgical bypass required within 48 hours of the index,Amp reqd w/in 48h ieler proc0
G9642001003,"Current smoker (e.g., cigarette, cigar, pipe, e-cigarette or marijuana)",Current smoker              0
G9643001003,Elective surgery,Elective surgery            0
G9644001003,Patients who abstained from smoking prior to anesthesia on the day of surgery,No smok b/4 anes day of surg0
G9645001003,Patients who did not abstain from smoking prior to anesthesia on the day of,Had smoke b/4 anes day surg 0
G9646001003,Patients with 90 day mrs score of 0 to 2,Pt w/90d mrs 0-2            0
G9647001003,Patients in whom mrs score could not be obtained at 90 day follow-up,No mrs score in 90d followup0
G9648001003,Patients with 90 day mrs score greater than 2,Pt w/90d mrs >2             0
G9649001003,Psoriasis assessment tool documented meeting any one of the specified,Psor as doc spc bm          0
G9650001003,Documentation that the patient declined therapy change or has documented,Doc pt no ther chg or contra0
G9651001003,Psoriasis assessment tool documented not meeting any one of the specified,Psor as doc no spc bm       0
G9652001003,Patient has been treated with a systemic or biologic medication for psoriasis,Pt tx sys bio med psori 6mth0
G9653001003,Patient has not been treated with a systemic or biologic medication for,Pt no tx sys bio rx 6 mths  0
G9654001003,Monitored anesthesia care (mac),Mon anesth care             0
G9655001003,A transfer of care protocol or handoff tool/checklist that includes the,Toc tool incl key elem      0
G9656001003,Patient transferred directly from anesthetizing location to pacu or other,Pt trans from anest to pacu 0
G9657001003,Transfer of care during an anesthetic or to the intensive care unit,Toc dur aneth to icu        0
G9658001003,A transfer of care protocol or handoff tool/checklist that includes the,Toc tool incl elem not used 0
G9659001003,Patients greater than or equal to 86 years of age who underwent a screening,>=86y scr colo nomed rsn    0
G9660001003,Documentation of medical reason(s) for a colonoscopy performed on a patient,Doc med rsn colo pt >= 86y  0
G9661001003,Patients greater than or equal to 86 years of age who received a  colonoscopy,Pt >= 86  w/ hi risk        0
G9662001003,"Previously diagnosed or have a diagnosis of clinical ascvd, including ascvd",Prior dx/active clin ascvd  0
G9663001003,Any ldl-c laboratory result >= 190 mg/dl,Fast/dir ldl >= 190 mg/dl   0
G9664001003,Patients who are currently statin therapy users or received an order,Taking statin or rec'd order0
G9665001003,Patients who are not currently statin therapy users or did not receive an order,No statin/no order statin   0
G9666001003,Patient's highest fasting or direct ldl-c laboratory test result in the,Fas/dir ldl 70-189mg/dl mst 0
G9667001003,Documentation of medical reason(s) for not currently being a statin   therapy,Doc med rsn no stat tx/presc0
G9669001003,I intend to report the multiple chronic conditions measures group,Intend rpt mult chr msr grp 0
G9670001003,All quality actions for the applicable measures in the multiple chronic,Qty act mcc mg perf         0
G9671001003,I intend to report the diabetic retinopathy measures group,Intend rpt dia retin msr grp0
G9672001003,All quality actions for the applicable measures in the diabetic retinopathy,Qty act diab retin mg perf  0
G9673001003,I intend to report the cardiovascular prevention measures group,Intend rpt card prev msr grp0
G9674001003,Patients with clinical ascvd diagnosis,Pt w/clin ascvd dx          0
G9675001003,Patients who have ever had a fasting or direct laboratory result of ldl-c = 190,Pt w/fast/dir lab ldl-c >1900
G9676001003,Patients aged 40 to 75 years at the beginning of the measurement period with,40-75y w/type 1/2 w/ldl-c rs0
G9677001003,All quality actions for the applicable measures in the cardiovascular,Qty act card prev mg perf   0
G9678001003,Oncology care model (ocm) monthly enhanced oncology services (meos) payment for,Oncology care model service 0
G9679001003,This code is for onsite acute care treatment of a nursing facility resident,Acute care pneumonia        0
G9680001003,This code is for onsite acute care treatment of a nursing facility resident,Acute care congestive heart 0
G9681001003,This code is for onsite acute care treatment of a resident with copd or asthma;,Acute care chronic obstruct 0
G9682001003,This code is for the onsite acute care treatment a nursing facility resident,Acute care skin infection   0
G9683001003,Facility service(s) for the onsite acute care treatment of a nursing facility,Acute fluid/electro disorder0
G9684001003,This code is for the onsite acute care treatment of a nursing facility resident,Acute care urinary tract inf0
G9685001003,Physician service or other qualified health care professional for the,Acute nursing facility care 0
G9686001003,"Onsite nursing facility conference, that is separate and distinct from an",Nursing facility conference 0
G9687001003,Hospice services provided to patient any time during the measurement period,Hospice anytime msmt per    0
G9688001003,Patients using hospice services any time during the measurement period,Pt w/hosp anytime msmt per  0
G9689001003,Patient admitted for performance of elective carotid intervention,Inpt elect carotid intervent0
G9690001003,Patient receiving hospice services any time during the measurement period,Pt in hos                   0
G9691001003,Patient had hospice services any time during the measurement period,Pt hosp dur msmt period     0
G9692001003,Hospice services received by patient any time during the measurement period,Hosp recd by pt dur msmt per0
G9693001003,Patient use of hospice services any time during the measurement period,Pt use hosp during msmt per 0
G9694001003,Hospice services utilized by patient any time during the measurement period,Hosp srv used pt in msmt per0
G9695001003,Long-acting inhaled bronchodilator prescribed,Long act inhal bronchdil pre0
G9696001003,Documentation of medical reason(s) for not prescribing a long-acting inhaled,Med rsn no presc bronchdil  0
G9697001003,Documentation of patient reason(s) for not prescribing a long-acting inhaled,Pt rsn no presc bronchdil   0
G9698001003,Documentation of system reason(s) for not prescribing a long-acting inhaled,Sys rsn no presc bronchdil  0
G9699001003,"Long-acting inhaled bronchodilator not prescribed, reason not otherwise",Long inhal bronchdil no pres0
G9700001003,Patients who use hospice services any time during the measurement period,Pt is w/hosp during msmt per0
G9701001003,Children who are taking antibiotics in the 30 days prior to the date of the,Child anbx 30 prior dx estab0
G9702001003,Patients who use hospice services any time during the measurement period,Pt use hosp during msmt per 0
G9703001003,Episodes where the patient is taking antibiotics (table 1) in the 30 days prior,Anbx 30 prior to episode    0
G9704001003,Ajcc breast cancer stage i: t1 mic or t1a documented,Ajcc br ca stg i: t1 mic/t1a0
G9705001003,Ajcc breast cancer stage i: t1b (tumor > 0.5 cm but <= 1 cm in greatest,Ajcc br ca stg ib           0
G9706001003,"Low (or very low) risk of recurrence, prostate cancer",Low recur prost ca          0
G9707001003,Patient received hospice services any time during the measurement period,Pt had hosp dur msmt per    0
G9708001003,Women who had a bilateral mastectomy or who have a history of a bilateral,Bilat mast/hx bi /unilat mas0
G9709001003,Hospice services used by patient any time during the measurement period,Hosp srv used pt in msmt per0
G9710001003,Patient was provided hospice services any time during the measurement period,Pt prov hosp srv msmt per   0
G9711001003,Patients with a diagnosis or past history of total colectomy or colorectal,Pt hx tot col or colon ca   0
G9712001003,Documentation of medical reason(s) for prescribing or dispensing antibiotic,Doc med rsn presc anbx      0
G9713001003,Patients who use hospice services any time during the measurement period,Pt use hosp during msmt per 0
G9714001003,Patient is using hospice services any time during the measurement period,Pt is w/hosp during msmt per0
G9715001003,Patients who use hospice services any time during the measurement period,Pt w/hosp anytime msmt per  0
G9716001003,"Bmi is documented as being outside of normal parameters, follow-up plan is not",Bmi doc onl fup not cmpltd  0
G9717001003,Documentation stating the patient has had a diagnosis of bipolar disorder,Doc pt dx bipol             0
G9718001003,Hospice services for patient provided any time during the measurement period,Hospice anytime msmt per    0
G9719001003,"Patient is not ambulatory, bed ridden, immobile, confined to chair, wheelchair",Pt not ambul/immob/wc       0
G9720001003,Hospice services for patient occurred any time during the measurement period,Hospice anytime msmt per    0
G9721001003,"Patient not ambulatory, bed ridden, immobile, confined to chair, wheelchair",Pt not ambul/immob/wc       0
G9722001003,Documented history of renal failure or baseline serum creatinine >= 4.0 mg/dl;,Doc hx renal fail or cr+ >=40
G9723001003,Hospice services for patient received any time during the measurement period,Hosp recd by pt dur msmt per0
G9724001003,Patients who had documentation of use of anticoagulant medications overlapping,Pt w/doc use anticoag mst yr0
G9725001003,Patients who use hospice services any time during the measurement period,Pt w/hosp anytime msmt per  0
G9726001003,Patient refused to participate,Refused to participate      0
G9727001003,Patient unable to complete the lepf prom at initial evaluation and/or discharge,Pt unable cmplt lepf prom   0
G9728001003,Patient refused to participate,Refused to participate      0
G9729001003,Patient unable to complete the lepf prom at initial evaluation and/or discharge,Pt unbl cmplt lepf prom     0
G9730001003,Patient refused to participate,Refused to participate      0
G9731001003,Patient unable to complete the lepf prom at initial evaluation and/or discharge,Pt unbl cmplt lepf prom     0
G9732001003,Patient refused to participate,Refused to participate      0
G9733001003,Patient unable to complete the low back fs prom at initial evaluation and/or,Pt unbl cmplt lb fs prom    0
G9734001003,Patient refused to participate,Refused to participate      0
G9735001003,Patient unable to complete the shoulder fs prom at initial evaluation and/or,Pt unbl cmplt shld fs prom  0
G9736001003,Patient refused to participate,Refused to participate      0
G9737001003,Patient unable to complete the elbow/wrist/hand fs prom at initial evaluation,Pt unbl cmplt ewh fs prom   0
G9738001003,Patient refused to participate,Refused to participate      0
G9739001003,Patient unable to complete the general orthopedic fs prom at initial evaluation,Pt unbl cmplt go fs prom    0
G9740001003,Hospice services given to patient any time during the measurement period,Hosp srv to pt dur msmt per 0
G9741001003,Patients who use hospice services any time during the measurement period,Pt w/hosp anytime msmt per  0
G9742001003,Psychiatric symptoms assessed,Psych sympt assessed        0
G9743001003,"Psychiatric symptoms not assessed, reason not otherwise specified","Psych symp not assessed, rns0"
G9744001003,Patient not eligible due to active diagnosis of hypertension,Pt not eli d/t act dig htn  0
G9745001003,Documented reason for not screening or recommending a follow-up for high blood,Doc rsn no hbp scrn or f/u  0
G9746001003,Patient has mitral stenosis or prosthetic heart valves or patient has transient,"Mit sten, valve or trans af 0"
G9747001003,Patient is undergoing palliative dialysis with a catheter,Pall dialysis with catheter 0
G9748001003,Patient approved by a qualified transplant program and scheduled to receive a,App transpl lvg kidney donor0
G9749001003,Patient is undergoing palliative dialysis with a catheter,Pall dialysis with catheter 0
G9750001003,Patient approved by a qualified transplant program and scheduled to receive a,App transpl lvg kidney donor0
G9751001003,Patient died at any time during the 24-month measurement period,Pt died w/in 24 mos rpt time0
G9752001003,Emergency surgery,Urgent surgery              0
G9753001003,Documentation of medical reason for not conducting a search for dicom format,"Doc no dicom, ct other fac  0"
G9754001003,A finding of an incidental pulmonary nodule,Incid pulm nodule           0
G9755001003,Documentation of medical reason(s) for not including a recommended interval and,Doc med rsn no fllw up      0
G9756001003,Surgical procedures that included the use of silicone oil,Surg proc w/silicone oil    0
G9757001003,Surgical procedures that included the use of silicone oil,Surg proc w/silicone oil    0
G9758001003,Patient in hospice at any time during the measurement period,Pt in hos                   0
G9759001003,History of preoperative posterior capsule rupture,Hx preop post cap rup       0
G9760001003,Patients who use hospice services any time during the measurement period,Pt w/hosp anytime msmt per  0
G9761001003,Patients who use hospice services any time during the measurement period,Pt w/hosp anytime msmt per  0
G9762001003,Patient had at least two hpv vaccines (with at least 146 days between the two),Pt had >= 2-3 hpv vaccines  0
G9763001003,Patient did not have at least two hpv vaccines (with at least 146 days between,Pt not have 2-3 hpv vaccines0
G9764001003,Patient has been treated with a systemic medication for psoriasis vulgaris,Pt treatd w/oral syst or bio0
G9765001003,Documentation that the patient declined change in medication or alternative,Doc pat declined therapy    0
G9766001003,Patients who are transferred from one institution to another with a known,Cva stroke dx tx transf fac 0
G9767001003,Hospitalized patients with newly diagnosed cva considered for endovascular,Hosp new dx cva consid evst 0
G9768001003,Patients who utilize hospice services any time during the measurement period,Pt w/hosp anytime msmt per  0
G9769001003,Patient had a bone mineral density test in the past two years or received,Bn den 2yr/got ost med/ther 0
G9770001003,Peripheral nerve block (pnb),Perip nerve block           0
G9771001003,At least 1 body temperature measurement equal to or greater than 35.5 degrees,"Anes end, 1 temp >35.5(95.9)0"
G9772001003,Documentation of medical reason(s) for not achieving at least 1 body,Doc med rsn no temp >= 35.5 0
G9773001003,At least 1 body temperature measurement equal to or greater than 35.5 degrees,1 bod temp >=35.5           0
G9774001003,Patients who have had a hysterectomy,Pt had hyst                 0
G9775001003,Patient received at least 2 prophylactic pharmacologic anti-emetic agents of,Recd 2 anti-emet pre/intraop0
G9776001003,Documentation of medical reason for not receiving at least 2 prophylactic,Doc med rsn no proph antiem 0
G9777001003,Patient did not receive at least 2 prophylactic pharmacologic anti-emetic,Pt no antiemet pre/intraop  0
G9778001003,Patients who have a diagnosis of pregnancy at any time during the measurement,Pts dx w/pregn              0
G9779001003,Patients who are breastfeeding at any time during the performance period,Pts breastfeeding           0
G9780001003,Patients who have a diagnosis of rhabdomyolysis at any time during the,Pts dx w/rhabdomyolysis     0
G9781001003,Documentation of medical reason(s) for not currently being a statin therapy,Doc rsn no statin           0
G9782001003,History of or active diagnosis of familial hypercholesterolemia,Hx dx fam/pure hypercholes  0
G9783001003,Documentation of patients with diabetes who have a most recent fasting or,"Doc dx dm, fast <70, no stat0"
G9784001003,Pathologists/dermatopathologists providing a second opinion on a biopsy,Path/derm prov 2nd biop opin0
G9785001003,"Pathology report diagnosing cutaneous basal cell carcinoma, squamous cell",Path report sent            0
G9786001003,"Pathology report diagnosing cutaneous basal cell carcinoma, squamous cell",Path report not sent        0
G9787001003,Patient alive as of the last day of the measurement year,Pt alive                    0
G9788001003,Most recent bp is less than or equal to 140/90 mm hg,Most rct bp </= 140/90      0
G9789001003,"Blood pressure recorded during inpatient stays, emergency room visits, or","Record bp ip, er, urg/self  0"
G9790001003,"Most recent bp is greater than 140/90 mm hg, or blood pressure not documented",Most rct bp >/= 140/90      0
G9791001003,Most recent tobacco status is tobacco free,Most rct tob stat free      0
G9792001003,Most recent tobacco status is not tobacco free,Most rct tob stat not free  0
G9793001003,Patient is currently on a daily aspirin or other antiplatelet,Pt on daily asa/antiplat    0
G9794001003,Documentation of medical reason(s) for not on a daily aspirin or other,Doc med rsn no daily aspirin0
G9795001003,Patient is not currently on a daily aspirin or other antiplatelet,Pt no daily asa/antiplat    0
G9796001003,Patient is currently on a statin therapy,Pt not currently on statin  0
G9797001003,Patient is not on a statin therapy,Pt currently on statin      0
G9798001003,Discharge(s) for ami between july 1 of the year prior measurement period to,D/c ami btw 7/1-6/30 meas pd0
G9799001003,Patients with a medication dispensing event indicator of a history of asthma,Med disp evt indic hx asth  0
G9800001003,Patients who are identified as having an intolerance or allergy to beta-blocker,Pt id intol/alleg beta-block0
G9801001003,Hospitalizations in which the patient was transferred directly to a non-acute,Nonacut transf from inpt    0
G9802001003,Patients who use hospice services any time during the measurement period,Pt w/hosp anytime msmt per  0
G9803001003,Patient prescribed at least a 135 day treatment within the 180-day measurement,Pt presc 135 day trmt       0
G9804001003,Patient was not prescribed at least a 135 day treatment within the 180-day,Pt not presc 135 day trmt   0
G9805001003,Patients who use hospice services any time during the measurement period,Pt w/hosp anytime msmt per  0
G9806001003,Patients who received cervical cytology or an hpv test,Pt recd cerv cyto/hpv       0
G9807001003,Patients who did not receive cervical cytology or an hpv test,Pt no recd cerv cyto/hpv    0
G9808001003,Any patients who had no asthma controller medications dispensed during the,Pt no asthm cont med mst per0
G9809001003,Patients who use hospice services any time during the measurement period,Pt w/hosp anytime msmt per  0
G9810001003,Patient achieved a pdc of at least 75% for their asthma controller medication,Pdc 75% w/asth cont med     0
G9811001003,Patient did not achieve a pdc of at least 75% for their asthma controller,No pdc 75% w/asth cont med  0
G9812001003,Patient died including all deaths occurring during the hospitalization in which,Pt died during inpt/30d aft 0
G9813001003,Patient did not die within 30 days of the procedure or during the index,Pt not died w/in 30d of proc0
G9814001003,Death occurring during the index acute care hospitalization,Death during index hosp     0
G9815001003,Death did not occur during the index acute care hospitalization,Death not during index hosp 0
G9816001003,Death occurring after discharge from the hospital but within 30 days post,Death <30 day post discharge0
G9817001003,Death did not occur after discharge from the hospital within 30 days post,No death 30-days post-disch 0
G9818001003,Documentation of sexual activity,Doc sex activity            0
G9819001003,Patients who use hospice services any time during the measurement period,Pt w/hosp anytime msmt per  0
G9820001003,Documentation of a chlamydia screening test with proper follow-up,Doc chlam scr test w/follow 0
G9821001003,No documentation of a chlamydia screening test with proper follow-up,No doc chlam scr ts w/follow0
G9822001003,Patients who had an endometrial ablation procedure during the 12 months prior,Endo abl proc yr prev ind dt0
G9823001003,Endometrial sampling or hysteroscopy with biopsy and results documented during,Endo smpl/hyst bx res doc   0
G9824001003,Endometrial sampling or hysteroscopy with biopsy and results not documented,Endo smpl/hyst bx res no doc0
G9825001003,Her-2/neu negative or undocumented/unknown,"Her-2 neg,undoc/unkn        0"
G9826001003,Patient transferred to practice after initiation of chemotherapy,Transf pract aft init chemo 0
G9827001003,Her2-targeted therapies not administered during the initial course of treatment,Her-2 targ ther no init tx  0
G9828001003,Her2-targeted therapies administered during the initial course of treatment,Her-2 targ ther dur init tx 0
G9829001003,Breast adjuvant chemotherapy administered,Breast adj chemo admin      0
G9830001003,Her-2/neu positive,Her-2 pos                   0
G9831001003,Ajcc stage at breast cancer diagnosis = ii or iii,Ajcc stg brt ca dx ii or iii0
