icd10_code,parent_title,definition
Q748,Other congenital malformations of limb(s),
Q749,Other congenital malformations of limb(s),
Q75,Other congenital malformations of skull and face bones,
Q750,Other congenital malformations of skull and face bones,
Q751,Other congenital malformations of skull and face bones,
Q752,Other congenital malformations of skull and face bones,
Q753,Other congenital malformations of skull and face bones,
Q754,Other congenital malformations of skull and face bones,
Q755,Other congenital malformations of skull and face bones,
Q758,Other congenital malformations of skull and face bones,
Q759,Other congenital malformations of skull and face bones,
Q76,Congenital malformations of spine and bony thorax,
Q760,Congenital malformations of spine and bony thorax,
Q761,Congenital malformations of spine and bony thorax,
Q762,Congenital malformations of spine and bony thorax,
Q763,Congenital malformations of spine and bony thorax,
Q764,Congenital malformations of spine and bony thorax,
Q765,Congenital malformations of spine and bony thorax,
Q766,Congenital malformations of spine and bony thorax,
Q767,Congenital malformations of spine and bony thorax,
Q768,Congenital malformations of spine and bony thorax,
Q769,Congenital malformations of spine and bony thorax,
Q77,Osteochondrodysplasia with defects of growth of tubular bones and spine,
Q770,Osteochondrodysplasia with defects of growth of tubular bones and spine,
Q771,Osteochondrodysplasia with defects of growth of tubular bones and spine,
Q772,Osteochondrodysplasia with defects of growth of tubular bones and spine,
Q773,Osteochondrodysplasia with defects of growth of tubular bones and spine,
Q774,Osteochondrodysplasia with defects of growth of tubular bones and spine,
Q775,Osteochondrodysplasia with defects of growth of tubular bones and spine,
Q776,Osteochondrodysplasia with defects of growth of tubular bones and spine,
Q777,Osteochondrodysplasia with defects of growth of tubular bones and spine,
Q778,Osteochondrodysplasia with defects of growth of tubular bones and spine,
Q779,Osteochondrodysplasia with defects of growth of tubular bones and spine,
Q78,Other osteochondrodysplasias,
Q780,Other osteochondrodysplasias,
Q781,Other osteochondrodysplasias,
Q782,Other osteochondrodysplasias,
Q783,Other osteochondrodysplasias,
Q784,Other osteochondrodysplasias,
Q785,Other osteochondrodysplasias,
Q786,Other osteochondrodysplasias,
Q788,Other osteochondrodysplasias,
Q789,Other osteochondrodysplasias,
Q79,"Congenital malformations of the musculoskeletal system, not elsewhere classified",
Q790,"Congenital malformations of the musculoskeletal system, not elsewhere classified",
Q791,"Congenital malformations of the musculoskeletal system, not elsewhere classified",
Q792,"Congenital malformations of the musculoskeletal system, not elsewhere classified",
Q793,"Congenital malformations of the musculoskeletal system, not elsewhere classified",
Q794,"Congenital malformations of the musculoskeletal system, not elsewhere classified",
Q795,"Congenital malformations of the musculoskeletal system, not elsewhere classified",
Q796,"Congenital malformations of the musculoskeletal system, not elsewhere classified",
Q798,"Congenital malformations of the musculoskeletal system, not elsewhere classified",
Q799,"Congenital malformations of the musculoskeletal system, not elsewhere classified",
Q80,Congenital ichthyosis,
Q800,Congenital ichthyosis,
Q801,Congenital ichthyosis,
Q802,Congenital ichthyosis,
Q803,Congenital ichthyosis,
Q804,Congenital ichthyosis,
Q808,Congenital ichthyosis,
Q809,Congenital ichthyosis,
Q81,Epidermolysis bullosa,
Q810,Epidermolysis bullosa,
Q811,Epidermolysis bullosa,
Q812,Epidermolysis bullosa,
Q818,Epidermolysis bullosa,
Q819,Epidermolysis bullosa,
Q82,Other congenital malformations of skin,
Q820,Other congenital malformations of skin,
Q821,Other congenital malformations of skin,
Q822,Other congenital malformations of skin,
Q823,Other congenital malformations of skin,
Q824,Other congenital malformations of skin,
Q825,Other congenital malformations of skin,
Q828,Other congenital malformations of skin,
Q829,Other congenital malformations of skin,
Q83,Congenital malformations of breast,
Q830,Congenital malformations of breast,
Q831,Congenital malformations of breast,
Q832,Congenital malformations of breast,
Q833,Congenital malformations of breast,
Q838,Congenital malformations of breast,
Q839,Congenital malformations of breast,
Q84,Other congenital malformations of integument,
Q840,Other congenital malformations of integument,
Q841,Other congenital malformations of integument,
Q842,Other congenital malformations of integument,
Q843,Other congenital malformations of integument,
Q844,Other congenital malformations of integument,
Q845,Other congenital malformations of integument,
Q846,Other congenital malformations of integument,
Q848,Other congenital malformations of integument,
Q849,Other congenital malformations of integument,
Q85,"Phakomatoses, not elsewhere classified",
Q850,"Phakomatoses, not elsewhere classified",
Q851,"Phakomatoses, not elsewhere classified",
Q858,"Phakomatoses, not elsewhere classified",
Q859,"Phakomatoses, not elsewhere classified",
Q86,"Congenital malformation syndromes due to known exogenous causes, not elsewhere classified",
Q860,"Congenital malformation syndromes due to known exogenous causes, not elsewhere classified",
Q861,"Congenital malformation syndromes due to known exogenous causes, not elsewhere classified",
Q862,"Congenital malformation syndromes due to known exogenous causes, not elsewhere classified",
Q868,"Congenital malformation syndromes due to known exogenous causes, not elsewhere classified",
Q87,Other specified congenital malformation syndromes affecting multiple systems,
Q870,Other specified congenital malformation syndromes affecting multiple systems,
Q871,Other specified congenital malformation syndromes affecting multiple systems,
Q872,Other specified congenital malformation syndromes affecting multiple systems,
Q873,Other specified congenital malformation syndromes affecting multiple systems,
Q874,Other specified congenital malformation syndromes affecting multiple systems,
Q875,Other specified congenital malformation syndromes affecting multiple systems,
Q878,Other specified congenital malformation syndromes affecting multiple systems,
Q89,"Other congenital malformations, not elsewhere classified",
Q890,"Other congenital malformations, not elsewhere classified",
Q891,"Other congenital malformations, not elsewhere classified",
Q892,"Other congenital malformations, not elsewhere classified",
Q893,"Other congenital malformations, not elsewhere classified",
Q894,"Other congenital malformations, not elsewhere classified",
Q897,"Other congenital malformations, not elsewhere classified",
Q898,"Other congenital malformations, not elsewhere classified",
Q899,"Other congenital malformations, not elsewhere classified",
Q90,Down syndrome,
Q900,Down syndrome,
Q901,Down syndrome,
Q902,Down syndrome,
Q909,Down syndrome,
Q91,Edwards syndrome and Patau syndrome,
Q910,Edwards syndrome and Patau syndrome,
Q911,Edwards syndrome and Patau syndrome,
Q912,Edwards syndrome and Patau syndrome,
Q913,Edwards syndrome and Patau syndrome,
Q914,Edwards syndrome and Patau syndrome,
Q915,Edwards syndrome and Patau syndrome,
Q916,Edwards syndrome and Patau syndrome,
Q917,Edwards syndrome and Patau syndrome,
Q92,"Other trisomies and partial trisomies of the autosomes, not elsewhere classified",
Q920,"Other trisomies and partial trisomies of the autosomes, not elsewhere classified",
Q921,"Other trisomies and partial trisomies of the autosomes, not elsewhere classified",
Q922,"Other trisomies and partial trisomies of the autosomes, not elsewhere classified",
Q923,"Other trisomies and partial trisomies of the autosomes, not elsewhere classified",
Q924,"Other trisomies and partial trisomies of the autosomes, not elsewhere classified",
Q925,"Other trisomies and partial trisomies of the autosomes, not elsewhere classified",
Q926,"Other trisomies and partial trisomies of the autosomes, not elsewhere classified",
Q927,"Other trisomies and partial trisomies of the autosomes, not elsewhere classified",
Q928,"Other trisomies and partial trisomies of the autosomes, not elsewhere classified",
Q929,"Other trisomies and partial trisomies of the autosomes, not elsewhere classified",
Q93,"Monosomies and deletions from the autosomes, not elsewhere classified",
Q930,"Monosomies and deletions from the autosomes, not elsewhere classified",
Q931,"Monosomies and deletions from the autosomes, not elsewhere classified",
Q932,"Monosomies and deletions from the autosomes, not elsewhere classified",
Q933,"Monosomies and deletions from the autosomes, not elsewhere classified",
Q934,"Monosomies and deletions from the autosomes, not elsewhere classified",
Q935,"Monosomies and deletions from the autosomes, not elsewhere classified",
Q936,"Monosomies and deletions from the autosomes, not elsewhere classified",
Q937,"Monosomies and deletions from the autosomes, not elsewhere classified",
Q938,"Monosomies and deletions from the autosomes, not elsewhere classified",
Q939,"Monosomies and deletions from the autosomes, not elsewhere classified",
Q95,"Balanced rearrangements and structural markers, not elsewhere classified",
Q950,"Balanced rearrangements and structural markers, not elsewhere classified",
Q951,"Balanced rearrangements and structural markers, not elsewhere classified",
Q952,"Balanced rearrangements and structural markers, not elsewhere classified",
Q953,"Balanced rearrangements and structural markers, not elsewhere classified",
Q954,"Balanced rearrangements and structural markers, not elsewhere classified",
Q955,"Balanced rearrangements and structural markers, not elsewhere classified",
Q958,"Balanced rearrangements and structural markers, not elsewhere classified",
Q959,"Balanced rearrangements and structural markers, not elsewhere classified",
Q96,Turner syndrome,
Q960,Turner syndrome,
Q961,Turner syndrome,
Q962,Turner syndrome,
Q963,Turner syndrome,
Q964,Turner syndrome,
Q968,Turner syndrome,
Q969,Turner syndrome,
Q97,"Other sex chromosome abnormalities, female phenotype, not elsewhere classified",
Q970,"Other sex chromosome abnormalities, female phenotype, not elsewhere classified",
Q971,"Other sex chromosome abnormalities, female phenotype, not elsewhere classified",
Q972,"Other sex chromosome abnormalities, female phenotype, not elsewhere classified",
Q973,"Other sex chromosome abnormalities, female phenotype, not elsewhere classified",
Q978,"Other sex chromosome abnormalities, female phenotype, not elsewhere classified",
Q979,"Other sex chromosome abnormalities, female phenotype, not elsewhere classified",
Q98,"Other sex chromosome abnormalities, male phenotype, not elsewhere classified",
Q980,"Other sex chromosome abnormalities, male phenotype, not elsewhere classified",
Q981,"Other sex chromosome abnormalities, male phenotype, not elsewhere classified",
Q982,"Other sex chromosome abnormalities, male phenotype, not elsewhere classified",
Q983,"Other sex chromosome abnormalities, male phenotype, not elsewhere classified",
Q984,"Other sex chromosome abnormalities, male phenotype, not elsewhere classified",
Q985,"Other sex chromosome abnormalities, male phenotype, not elsewhere classified",
Q986,"Other sex chromosome abnormalities, male phenotype, not elsewhere classified",
Q987,"Other sex chromosome abnormalities, male phenotype, not elsewhere classified",
Q988,"Other sex chromosome abnormalities, male phenotype, not elsewhere classified",
Q989,"Other sex chromosome abnormalities, male phenotype, not elsewhere classified",
Q99,"Other chromosome abnormalities, not elsewhere classified",
Q990,"Other chromosome abnormalities, not elsewhere classified",
Q991,"Other chromosome abnormalities, not elsewhere classified",
Q992,"Other chromosome abnormalities, not elsewhere classified",
Q998,"Other chromosome abnormalities, not elsewhere classified",
Q999,"Other chromosome abnormalities, not elsewhere classified",
R00,Abnormalities of heart beat,
R000,Abnormalities of heart beat,
R001,Abnormalities of heart beat,
R002,Abnormalities of heart beat,
R003,Abnormalities of heart beat,
R008,Abnormalities of heart beat,
R01,Cardiac murmurs and other cardiac sounds,
R010,Cardiac murmurs and other cardiac sounds,
R011,Cardiac murmurs and other cardiac sounds,
R012,Cardiac murmurs and other cardiac sounds,
R02,"Gangrene, not elsewhere classified",
R03,"Abnormal blood-pressure reading, without diagnosis",
R030,"Abnormal blood-pressure reading, without diagnosis",
R031,"Abnormal blood-pressure reading, without diagnosis",
R04,Haemorrhage from respiratory passages,
R040,Haemorrhage from respiratory passages,
R041,Haemorrhage from respiratory passages,
R042,Haemorrhage from respiratory passages,
R048,Haemorrhage from respiratory passages,
R049,Haemorrhage from respiratory passages,
R05,Cough,
R06,Abnormalities of breathing,
R060,Abnormalities of breathing,
R061,Abnormalities of breathing,
R062,Abnormalities of breathing,
R063,Abnormalities of breathing,
R064,Abnormalities of breathing,
R065,Abnormalities of breathing,
R066,Abnormalities of breathing,
R067,Abnormalities of breathing,
R068,Abnormalities of breathing,
R07,Pain in throat and chest,
R070,Pain in throat and chest,
R071,Pain in throat and chest,
R072,Pain in throat and chest,
R073,Pain in throat and chest,
R074,Pain in throat and chest,
R09,Other symptoms and signs involving the circulatory and respiratory systems,
R090,Other symptoms and signs involving the circulatory and respiratory systems,
R091,Other symptoms and signs involving the circulatory and respiratory systems,
R092,Other symptoms and signs involving the circulatory and respiratory systems,
R093,Other symptoms and signs involving the circulatory and respiratory systems,
R098,Other symptoms and signs involving the circulatory and respiratory systems,
R10,Abdominal and pelvic pain,
R100,Abdominal and pelvic pain,
R101,Abdominal and pelvic pain,
R102,Abdominal and pelvic pain,
R103,Abdominal and pelvic pain,
R104,Abdominal and pelvic pain,
R11,Nausea and vomiting,
R12,Heartburn,
R13,Dysphagia,
R14,Flatulence and related conditions,
R15,Faecal incontinence,
R16,"Hepatomegaly and splenomegaly, not elsewhere classified",
R160,"Hepatomegaly and splenomegaly, not elsewhere classified",
R161,"Hepatomegaly and splenomegaly, not elsewhere classified",
R162,"Hepatomegaly and splenomegaly, not elsewhere classified",
R17,"Hyperbilirubinaemia, with or without jaundice, not elsewhere classified",
R170,"Hyperbilirubinaemia, with or without jaundice, not elsewhere classified",
R179,"Hyperbilirubinaemia, with or without jaundice, not elsewhere classified",
R18,Ascites,
R19,Other symptoms and signs involving the digestive system and abdomen,
R190,Other symptoms and signs involving the digestive system and abdomen,
R191,Other symptoms and signs involving the digestive system and abdomen,
R192,Other symptoms and signs involving the digestive system and abdomen,
R193,Other symptoms and signs involving the digestive system and abdomen,
R194,Other symptoms and signs involving the digestive system and abdomen,
R195,Other symptoms and signs involving the digestive system and abdomen,
R196,Other symptoms and signs involving the digestive system and abdomen,
R198,Other symptoms and signs involving the digestive system and abdomen,
R20,Disturbances of skin sensation,
R200,Disturbances of skin sensation,
R201,Disturbances of skin sensation,
R202,Disturbances of skin sensation,
R203,Disturbances of skin sensation,
R208,Disturbances of skin sensation,
R21,Rash and other nonspecific skin eruption,
R22,"Localized swelling, mass and lump of skin and subcutaneous tissue",
R220,"Localized swelling, mass and lump of skin and subcutaneous tissue",
R221,"Localized swelling, mass and lump of skin and subcutaneous tissue",
R222,"Localized swelling, mass and lump of skin and subcutaneous tissue",
R223,"Localized swelling, mass and lump of skin and subcutaneous tissue",
R224,"Localized swelling, mass and lump of skin and subcutaneous tissue",
R227,"Localized swelling, mass and lump of skin and subcutaneous tissue",
R229,"Localized swelling, mass and lump of skin and subcutaneous tissue",
R23,Other skin changes,
R230,Other skin changes,
R231,Other skin changes,
R232,Other skin changes,
R233,Other skin changes,
R234,Other skin changes,
R238,Other skin changes,
R25,Abnormal involuntary movements,
R250,Abnormal involuntary movements,
R251,Abnormal involuntary movements,
R252,Abnormal involuntary movements,
R253,Abnormal involuntary movements,
R258,Abnormal involuntary movements,
R26,Abnormalities of gait and mobility,
R260,Abnormalities of gait and mobility,
R261,Abnormalities of gait and mobility,
R262,Abnormalities of gait and mobility,
R263,Abnormalities of gait and mobility,
R268,Abnormalities of gait and mobility,
R27,Other lack of coordination,
R270,Other lack of coordination,
R278,Other lack of coordination,
R29,Other symptoms and signs involving the nervous and musculoskeletal systems,
R290,Other symptoms and signs involving the nervous and musculoskeletal systems,
R291,Other symptoms and signs involving the nervous and musculoskeletal systems,
R292,Other symptoms and signs involving the nervous and musculoskeletal systems,
R293,Other symptoms and signs involving the nervous and musculoskeletal systems,
R294,Other symptoms and signs involving the nervous and musculoskeletal systems,
R296,Other symptoms and signs involving the nervous and musculoskeletal systems,
R298,Other symptoms and signs involving the nervous and musculoskeletal systems,
R30,Pain associated with micturition,
R300,Pain associated with micturition,
R301,Pain associated with micturition,
R309,Pain associated with micturition,
R31,Unspecified haematuria,
R32,Unspecified urinary incontinence,
R33,Retention of urine,
R34,Anuria and oliguria,
R35,Polyuria,
R36,Urethral discharge,
R39,Other symptoms and signs involving the urinary system,
R390,Other symptoms and signs involving the urinary system,
R391,Other symptoms and signs involving the urinary system,
R392,Other symptoms and signs involving the urinary system,
R398,Other symptoms and signs involving the urinary system,
R40,"Somnolence, stupor and coma",
R400,"Somnolence, stupor and coma",
R401,"Somnolence, stupor and coma",
R402,"Somnolence, stupor and coma",
R41,Other symptoms and signs involving cognitive functions and awareness,
R410,Other symptoms and signs involving cognitive functions and awareness,
R411,Other symptoms and signs involving cognitive functions and awareness,
R412,Other symptoms and signs involving cognitive functions and awareness,
R413,Other symptoms and signs involving cognitive functions and awareness,
R418,Other symptoms and signs involving cognitive functions and awareness,
R42,Dizziness and giddiness,
R43,Disturbances of smell and taste,
R430,Disturbances of smell and taste,
R431,Disturbances of smell and taste,
R432,Disturbances of smell and taste,
R438,Disturbances of smell and taste,
R44,Other symptoms and signs involving general sensations and perceptions,
R440,Other symptoms and signs involving general sensations and perceptions,
R441,Other symptoms and signs involving general sensations and perceptions,
R442,Other symptoms and signs involving general sensations and perceptions,
R443,Other symptoms and signs involving general sensations and perceptions,
R448,Other symptoms and signs involving general sensations and perceptions,
R45,Symptoms and signs involving emotional state,
R450,Symptoms and signs involving emotional state,
R451,Symptoms and signs involving emotional state,
R452,Symptoms and signs involving emotional state,
R453,Symptoms and signs involving emotional state,
R454,Symptoms and signs involving emotional state,
R455,Symptoms and signs involving emotional state,
R456,Symptoms and signs involving emotional state,
R457,Symptoms and signs involving emotional state,
R458,Symptoms and signs involving emotional state,
R46,Symptoms and signs involving appearance and behaviour,
R460,Symptoms and signs involving appearance and behaviour,
R461,Symptoms and signs involving appearance and behaviour,
R462,Symptoms and signs involving appearance and behaviour,
R463,Symptoms and signs involving appearance and behaviour,
R464,Symptoms and signs involving appearance and behaviour,
R465,Symptoms and signs involving appearance and behaviour,
R466,Symptoms and signs involving appearance and behaviour,
R467,Symptoms and signs involving appearance and behaviour,
R468,Symptoms and signs involving appearance and behaviour,
R47,"Speech disturbances, not elsewhere classified",
R470,"Speech disturbances, not elsewhere classified",
R471,"Speech disturbances, not elsewhere classified",
R478,"Speech disturbances, not elsewhere classified",
R48,"Dyslexia and other symbolic dysfunctions, not elsewhere classified",
R480,"Dyslexia and other symbolic dysfunctions, not elsewhere classified",
R481,"Dyslexia and other symbolic dysfunctions, not elsewhere classified",
R482,"Dyslexia and other symbolic dysfunctions, not elsewhere classified",
R488,"Dyslexia and other symbolic dysfunctions, not elsewhere classified",
R49,Voice disturbances,
R490,Voice disturbances,
R491,Voice disturbances,
R492,Voice disturbances,
R498,Voice disturbances,
R50,Fever of other and unknown origin,
R502,Fever of other and unknown origin,
R508,Fever of other and unknown origin,
R509,Fever of other and unknown origin,
R51,Headache,
R52,"Pain, not elsewhere classified",
R520,"Pain, not elsewhere classified",
R521,"Pain, not elsewhere classified",
R522,"Pain, not elsewhere classified",
R529,"Pain, not elsewhere classified",
R53,Malaise and fatigue,
R54,Senility,
R55,Syncope and collapse,
R56,"Convulsions, not elsewhere classified",
R560,"Convulsions, not elsewhere classified",
R568,"Convulsions, not elsewhere classified",
R57,"Shock, not elsewhere classified",
R570,"Shock, not elsewhere classified",
R571,"Shock, not elsewhere classified",
R572,"Shock, not elsewhere classified",
R578,"Shock, not elsewhere classified",
R579,"Shock, not elsewhere classified",
R58,"Haemorrhage, not elsewhere classified",
R59,Enlarged lymph nodes,
R590,Enlarged lymph nodes,
R591,Enlarged lymph nodes,
R599,Enlarged lymph nodes,
R60,"Oedema, not elsewhere classified",
R600,"Oedema, not elsewhere classified",
R601,"Oedema, not elsewhere classified",
R609,"Oedema, not elsewhere classified",
R61,Hyperhidrosis,
R610,Hyperhidrosis,
R611,Hyperhidrosis,
R619,Hyperhidrosis,
R62,Lack of expected normal physiological development,
R620,Lack of expected normal physiological development,
R628,Lack of expected normal physiological development,
R629,Lack of expected normal physiological development,
R63,Symptoms and signs concerning food and fluid intake,
R630,Symptoms and signs concerning food and fluid intake,
R631,Symptoms and signs concerning food and fluid intake,
R632,Symptoms and signs concerning food and fluid intake,
R633,Symptoms and signs concerning food and fluid intake,
R634,Symptoms and signs concerning food and fluid intake,
R635,Symptoms and signs concerning food and fluid intake,
R636,Symptoms and signs concerning food and fluid intake,
R638,Symptoms and signs concerning food and fluid intake,
R64,Cachexia,
R65,Systemic Inflammatory Response Syndrome [SIRS],
R650,Systemic Inflammatory Response Syndrome [SIRS],
R651,Systemic Inflammatory Response Syndrome [SIRS],
R652,Systemic Inflammatory Response Syndrome [SIRS],
R653,Systemic Inflammatory Response Syndrome [SIRS],
R659,Systemic Inflammatory Response Syndrome [SIRS],
R68,Other general symptoms and signs,
R680,Other general symptoms and signs,
R681,Other general symptoms and signs,
R682,Other general symptoms and signs,
R683,Other general symptoms and signs,
R688,Other general symptoms and signs,
R69,Unknown and unspecified causes of morbidity,
R70,Elevated erythrocyte sedimentation rate and abnormality of plasma viscosity,
R700,Elevated erythrocyte sedimentation rate and abnormality of plasma viscosity,
R701,Elevated erythrocyte sedimentation rate and abnormality of plasma viscosity,
R71,Abnormality of red blood cells,
R72,"Abnormality of white blood cells, not elsewhere classified",
R73,Elevated blood glucose level,
R730,Elevated blood glucose level,
R739,Elevated blood glucose level,
R74,Abnormal serum enzyme levels,
R740,Abnormal serum enzyme levels,
R748,Abnormal serum enzyme levels,
R749,Abnormal serum enzyme levels,
R75,Laboratory evidence of human immunodeficiency virus [HIV],
R76,Other abnormal immunological findings in serum,
R760,Other abnormal immunological findings in serum,
R761,Other abnormal immunological findings in serum,
R762,Other abnormal immunological findings in serum,
R768,Other abnormal immunological findings in serum,
R769,Other abnormal immunological findings in serum,
R77,Other abnormalities of plasma proteins,
R770,Other abnormalities of plasma proteins,
R771,Other abnormalities of plasma proteins,
R772,Other abnormalities of plasma proteins,
R778,Other abnormalities of plasma proteins,
R779,Other abnormalities of plasma proteins,
R78,"Findings of drugs and other substances, not normally found in blood",
R780,"Findings of drugs and other substances, not normally found in blood",
R781,"Findings of drugs and other substances, not normally found in blood",
R782,"Findings of drugs and other substances, not normally found in blood",
R783,"Findings of drugs and other substances, not normally found in blood",
R784,"Findings of drugs and other substances, not normally found in blood",
R785,"Findings of drugs and other substances, not normally found in blood",
R786,"Findings of drugs and other substances, not normally found in blood",
R787,"Findings of drugs and other substances, not normally found in blood",
R788,"Findings of drugs and other substances, not normally found in blood",
R789,"Findings of drugs and other substances, not normally found in blood",
R79,Other abnormal findings of blood chemistry,
R790,Other abnormal findings of blood chemistry,
R798,Other abnormal findings of blood chemistry,
R799,Other abnormal findings of blood chemistry,
R80,Isolated proteinuria,
R81,Glycosuria,
R82,Other abnormal findings in urine,
R820,Other abnormal findings in urine,
R821,Other abnormal findings in urine,
R822,Other abnormal findings in urine,
R823,Other abnormal findings in urine,
R824,Other abnormal findings in urine,
R825,Other abnormal findings in urine,
R826,Other abnormal findings in urine,
R827,Other abnormal findings in urine,
R828,Other abnormal findings in urine,
R829,Other abnormal findings in urine,
R83,Abnormal findings in cerebrospinal fluid,
R830,Abnormal findings in cerebrospinal fluid,
R831,Abnormal findings in cerebrospinal fluid,
R832,Abnormal findings in cerebrospinal fluid,
R833,Abnormal findings in cerebrospinal fluid,
R834,Abnormal findings in cerebrospinal fluid,
R835,Abnormal findings in cerebrospinal fluid,
R836,Abnormal findings in cerebrospinal fluid,
R837,Abnormal findings in cerebrospinal fluid,
R838,Abnormal findings in cerebrospinal fluid,
R839,Abnormal findings in cerebrospinal fluid,
R84,Abnormal findings in specimens from respiratory organs and thorax,
R840,Abnormal findings in specimens from respiratory organs and thorax,
R841,Abnormal findings in specimens from respiratory organs and thorax,
R842,Abnormal findings in specimens from respiratory organs and thorax,
R843,Abnormal findings in specimens from respiratory organs and thorax,
R844,Abnormal findings in specimens from respiratory organs and thorax,
R845,Abnormal findings in specimens from respiratory organs and thorax,
R846,Abnormal findings in specimens from respiratory organs and thorax,
R847,Abnormal findings in specimens from respiratory organs and thorax,
R848,Abnormal findings in specimens from respiratory organs and thorax,
R849,Abnormal findings in specimens from respiratory organs and thorax,
R85,Abnormal findings in specimens from digestive organs and abdominal cavity,
R850,Abnormal findings in specimens from digestive organs and abdominal cavity,
R851,Abnormal findings in specimens from digestive organs and abdominal cavity,
R852,Abnormal findings in specimens from digestive organs and abdominal cavity,
R853,Abnormal findings in specimens from digestive organs and abdominal cavity,
R854,Abnormal findings in specimens from digestive organs and abdominal cavity,
R855,Abnormal findings in specimens from digestive organs and abdominal cavity,
R856,Abnormal findings in specimens from digestive organs and abdominal cavity,
R857,Abnormal findings in specimens from digestive organs and abdominal cavity,
R858,Abnormal findings in specimens from digestive organs and abdominal cavity,
R859,Abnormal findings in specimens from digestive organs and abdominal cavity,
R86,Abnormal findings in specimens from male genital organs,
R860,Abnormal findings in specimens from male genital organs,
R861,Abnormal findings in specimens from male genital organs,
R862,Abnormal findings in specimens from male genital organs,
R863,Abnormal findings in specimens from male genital organs,
R864,Abnormal findings in specimens from male genital organs,
R865,Abnormal findings in specimens from male genital organs,
R866,Abnormal findings in specimens from male genital organs,
R867,Abnormal findings in specimens from male genital organs,
R868,Abnormal findings in specimens from male genital organs,
R869,Abnormal findings in specimens from male genital organs,
R87,Abnormal findings in specimens from female genital organs,
R870,Abnormal findings in specimens from female genital organs,
R871,Abnormal findings in specimens from female genital organs,
R872,Abnormal findings in specimens from female genital organs,
R873,Abnormal findings in specimens from female genital organs,
R874,Abnormal findings in specimens from female genital organs,
R875,Abnormal findings in specimens from female genital organs,
R876,Abnormal findings in specimens from female genital organs,
R877,Abnormal findings in specimens from female genital organs,
R878,Abnormal findings in specimens from female genital organs,
R879,Abnormal findings in specimens from female genital organs,
R89,"Abnormal findings in specimens from other organs, systems and tissues",
R890,"Abnormal findings in specimens from other organs, systems and tissues",
R891,"Abnormal findings in specimens from other organs, systems and tissues",
R892,"Abnormal findings in specimens from other organs, systems and tissues",
R893,"Abnormal findings in specimens from other organs, systems and tissues",
R894,"Abnormal findings in specimens from other organs, systems and tissues",
R895,"Abnormal findings in specimens from other organs, systems and tissues",
R896,"Abnormal findings in specimens from other organs, systems and tissues",
R897,"Abnormal findings in specimens from other organs, systems and tissues",
R898,"Abnormal findings in specimens from other organs, systems and tissues",
R899,"Abnormal findings in specimens from other organs, systems and tissues",
R90,Abnormal findings on diagnostic imaging of central nervous system,
R900,Abnormal findings on diagnostic imaging of central nervous system,
R908,Abnormal findings on diagnostic imaging of central nervous system,
R91,Abnormal findings on diagnostic imaging of lung,
R92,Abnormal findings on diagnostic imaging of breast,
R93,Abnormal findings on diagnostic imaging of other body structures,
R930,Abnormal findings on diagnostic imaging of other body structures,
R931,Abnormal findings on diagnostic imaging of other body structures,
R932,Abnormal findings on diagnostic imaging of other body structures,
R933,Abnormal findings on diagnostic imaging of other body structures,
R934,Abnormal findings on diagnostic imaging of other body structures,
R935,Abnormal findings on diagnostic imaging of other body structures,
R936,Abnormal findings on diagnostic imaging of other body structures,
R937,Abnormal findings on diagnostic imaging of other body structures,
R938,Abnormal findings on diagnostic imaging of other body structures,
R94,Abnormal results of function studies,
R940,Abnormal results of function studies,
R941,Abnormal results of function studies,
R942,Abnormal results of function studies,
R943,Abnormal results of function studies,
R944,Abnormal results of function studies,
R945,Abnormal results of function studies,
R946,Abnormal results of function studies,
R947,Abnormal results of function studies,
R948,Abnormal results of function studies,
R95,Sudden infant death syndrome,
R950,Sudden infant death syndrome,
R959,Sudden infant death syndrome,
R96,"Other sudden death, cause unknown",
R960,"Other sudden death, cause unknown",
R961,"Other sudden death, cause unknown",
R98,Unattended death,
R99,Other ill-defined and unspecified causes of mortality,
S00,Superficial injury of head,
S000,Superficial injury of head,
S001,Superficial injury of head,
S002,Superficial injury of head,
S003,Superficial injury of head,
S004,Superficial injury of head,
S005,Superficial injury of head,
S007,Superficial injury of head,
S008,Superficial injury of head,
S009,Superficial injury of head,
S01,Open wound of head,
S010,Open wound of head,
S011,Open wound of head,
S012,Open wound of head,
S013,Open wound of head,
S014,Open wound of head,
S015,Open wound of head,
S017,Open wound of head,
S018,Open wound of head,
S019,Open wound of head,
S02,Fracture of skull and facial bones,
S020,Fracture of skull and facial bones,
S021,Fracture of skull and facial bones,
S022,Fracture of skull and facial bones,
S023,Fracture of skull and facial bones,
S024,Fracture of skull and facial bones,
S025,Fracture of skull and facial bones,
S026,Fracture of skull and facial bones,
S027,Fracture of skull and facial bones,
S028,Fracture of skull and facial bones,
S029,Fracture of skull and facial bones,
S03,"Dislocation, sprain and strain of joints and ligaments of head",
S030,"Dislocation, sprain and strain of joints and ligaments of head",
S031,"Dislocation, sprain and strain of joints and ligaments of head",
S032,"Dislocation, sprain and strain of joints and ligaments of head",
S033,"Dislocation, sprain and strain of joints and ligaments of head",
S034,"Dislocation, sprain and strain of joints and ligaments of head",
S035,"Dislocation, sprain and strain of joints and ligaments of head",
S04,Injury of cranial nerves,
S040,Injury of cranial nerves,
S041,Injury of cranial nerves,
S042,Injury of cranial nerves,
S043,Injury of cranial nerves,
S044,Injury of cranial nerves,
S045,Injury of cranial nerves,
